facility_id,facility_type,longitude_clean,latitude_clean,geom,med_officers,nurses_midwives,chews,lab_scientists,pharm_techs,adequacy_status
HF00046,Primary Health Centre,5.919656,9.891983,"\x01\x01\x00\x00\x00\xDCGnM\xBA\xAD\x17@\x0A-\xEB\xFE\xB1\xC8#@",1.0,7.0,6.0,0.0,1.0,adequate
HF00553,General Hospital,7.916049,9.535463,"\x01\x01\x00\x00\x00O\x22\xC2\xBF\x08\xAA\x1F@\xA4o\xD24(\x12#@",0.0,18.0,25.0,1.0,1.0,inadequate
HF00472,Health Post,7.751864,8.988739,\x01\x01\x00\x00\x00\xB3(\xEC\xA2\xE8\x01\x1F@;\x8F\x8A\xFF;\xFA!@,1.0,1.0,2.0,0.0,0.0,adequate
HF00864,Health Post,8.768377,8.778616,\x01\x01\x00\x00\x00G\xFF\xCB\xB5h\x89!@\xE0H\xA0\xC1\xA6\x8E!@,0.0,1.0,2.0,0.0,0.0,adequate
HF00750,Health Post,8.949302,7.995727,\x01\x01\x00\x00\x00\x06\x0Eh\xE9\x0A\xE6!@\x0D\xFA\xD2\xDB\x9F\xFB\x1F@,,,,,,no_personnel_record
HF00706,Primary Health Centre,,,,1.0,3.0,8.0,1.0,1.0,adequate
HF00212,Primary Health Centre,7.080229,10.451801,\x01\x01\x00\x00\x00]\xC3\x0C\x8D\x27R\x1C@\xA6\x99\xEEuR\xE7$@,1.0,7.0,5.0,0.0,0.0,adequate
HF00733,Health Post,8.371076,8.225309,\x01\x01\x00\x00\x007\xA9h\xAC\xFD\xBD @*\xFD\x84\xB3[s @,,,,,,no_personnel_record
HF00028,Primary Health Centre,6.265556,9.779254,"\x01\x01\x00\x00\x00\xBC\x06}\xE9\xED\x0F\x19@\xEB\x8DZa\xFA\x8E#@",1.0,4.0,8.0,1.0,1.0,adequate
HF01051,Comprehensive Health Centre,10.163773,10.563865,\x01\x01\x00\x00\x00\x85\xEF\xFD\x0D\xDAS$@\xD4\xB7\xCC\xE9\xB2 %@,1.0,3.0,26.0,5.0,1.0,inadequate
HF00765,Primary Health Centre,8.380314,7.852321,\x01\x01\x00\x00\x00\x01l@\x84\xB8\xC2 @\xAC\xC6\x12\xD6\xC6h\x1F@,0.0,0.0,3.0,3.0,0.0,inadequate
HF00371,Primary Health Centre,6.740098,8.862194,\x01\x01\x00\x00\x00\x0CW\x07@\xDC\xF5\x1A@g\x9D\xF1}q\xB9!@,0.0,6.0,2.0,0.0,2.0,inadequate
HF01165,Cottage Hospital,10.100384,9.588139,"\x01\x01\x00\x00\x00U\x15\x1A\x88e3$@\x19\x01\x15\x8E -#@",0.0,4.0,10.0,5.0,1.0,inadequate
HF00975,Health Post,9.900395,10.460292,"\x01\x01\x00\x00\x00\xBE\xF6\xCC\x92\x00\xCD#@\x8B8\x9Dd\xAB\xEB$@",,,,,,no_personnel_record
HF01327,Cottage Hospital,10.588857,9.841031,"\x01\x01\x00\x00\x00\x96\x0A*\xAA~-%@\x27\xD8\x7F\x9D\x9B\xAE#@",3.0,9.0,28.0,5.0,4.0,adequate
HF00752,Primary Health Centre,8.906137,7.945131,\x01\x01\x00\x00\x00\x1FdY0\xF1\xCF!@<\xBE\xBDk\xD0\xC7\x1F@,0.0,7.0,4.0,4.0,2.0,adequate
HF00998,Primary Health Centre,10.301712,10.82527,\x01\x01\x00\x00\x00\x1B\x9F\xC9\xFEy\x9A$@f\xBD\x18\xCA\x89\xA6%@,1.0,0.0,11.0,4.0,0.0,inadequate
HF00931,Health Post,8.529102,8.909557,\x01\x01\x00\x00\x00\x13\x7F\x14u\xE6\x0E!@\x1C\xB2\x81t\xB1\xD1!@,0.0,2.0,2.0,0.0,0.0,adequate
HF00852,Comprehensive Health Centre,9.565986,8.407596,"\x01\x01\x00\x00\x00\xDB\xFC\xBF\xEA\xC8!#@\xF9\xF5Cl\xB0\xD0 @",4.0,3.0,7.0,2.0,1.0,inadequate
HF900919,Primary Health Centre,8.711253,8.537559,\x01\x01\x00\x00\x00 ]lZ)l!@GW\xE9\xEE:\x13!@,,,,,,no_personnel_record
HF00112,Primary Health Centre,6.871133,10.009749,\x01\x01\x00\x00\x00\x90\xDD\x05J\x0A|\x1B@`V(\xD2\xFD\x04$@,1.0,7.0,3.0,0.0,0.0,adequate
HF00841,Primary Health Centre,9.991681,8.455646,"\x01\x01\x00\x00\x00\x10!\xAE\x9C\xBD\xFB#@?\x1B\xB9nJ\xE9 @",0.0,4.0,1.0,1.0,1.0,inadequate
HF00352,Health Post,6.913406,8.966096,\x01\x01\x00\x00\x00v\xE1\x07\xE7S\xA7\x1B@\xC4\x97\x89\x22\xA4\xEE!@,1.0,0.0,2.0,1.0,0.0,adequate
HF00991,Primary Health Centre,,,,2.0,5.0,10.0,0.0,0.0,adequate
HF00022,Primary Health Centre,6.21987,9.058692,\x01\x01\x00\x00\x00p|\xED\x99%\xE1\x18@\xDC\x12\xB9\xE0\x0C\x1E\x22@,0.0,5.0,6.0,1.0,0.0,adequate
HF00357,Health Post,6.758515,8.12586,\x01\x01\x00\x00\x00\x0D\x1A\xFA\x27\xB8\x08\x1B@\xC6\xBF\xCF\xB8p@ @,,,,,,no_personnel_record
HF00261,Primary Health Centre,8.026636,8.192502,\x01\x01\x00\x00\x00\xE2\xCA\xD9;\xA3\x0D @E\xD4D\x9F\x8Fb @,0.0,0.0,5.0,1.0,0.0,inadequate
HF00829,Primary Health Centre,9.419292,8.688749,\x01\x01\x00\x00\x00\xE9\xF2\xE6p\xAD\xD6\x22@/N|\xB5\xA3`!@,2.0,3.0,3.0,0.0,0.0,adequate
HF00006,Health Post,6.157591,9.570943,"\x01\x01\x00\x00\x00d\x93\xFC\x88_\xA1\x18@\xA0\xC2\x11\xA4R$#@",0.0,1.0,2.0,0.0,0.0,adequate
HF00687,Primary Health Centre,7.897815,11.565997,\x01\x01\x00\x00\x00\xD6n\xBB\xD0\x5C\x97\x1F@\xAAD\xD9[\xCA!\x27@,3.0,6.0,7.0,1.0,0.0,adequate
HF00181,Primary Health Centre,6.279453,10.260356,\x01\x01\x00\x00\x00\x8C\x13_\xED(\x1E\x19@\x7F\xA2\xB2aM\x85$@,0.0,2.0,4.0,1.0,2.0,adequate
HF00140,Health Post,6.97876,9.337325,\x01\x01\x00\x00\x00\x27\x88\xBA\x0F@\xEA\x1B@\x14?\xC6\xDC\xB5\xAC\x22@,1.0,0.0,1.0,1.0,1.0,inadequate
HF00432,Comprehensive Health Centre,7.13934,8.866435,\x01\x01\x00\x00\x00;\x19\x1C%\xAF\x8E\x1C@28J^\x9D\xBB!@,4.0,4.0,13.0,2.0,5.0,adequate
HF00702,Health Post,8.687186,11.588935,\x01\x01\x00\x00\x00\xC2\x89\xE8\xD7\xD6_!@\x84\xF0h\xE3\x88-\x27@,0.0,0.0,3.0,0.0,0.0,adequate
HF01075,Health Post,10.050456,10.678583,\x01\x01\x00\x00\x00\x22\xC6k^\xD5\x19$@>>!;o[%@,0.0,0.0,3.0,0.0,1.0,adequate
HF00334,Primary Health Centre,8.202095,7.515021,\x01\x01\x00\x00\x00\xC8^\xEF\xFExg @K\x03?\xAAa\x0F\x1E@,0.0,6.0,3.0,1.0,0.0,adequate
HF00592,Primary Health Centre,7.962429,10.63916,\x01\x01\x00\x00\x00P\xE3\xDE\xFC\x86\xD9\x1F@\x9E\xD2\xC1\xFA?G%@,3.0,6.0,0.0,1.0,1.0,inadequate
HF00101,Primary Health Centre,7.493593,9.441952,"\x01\x01\x00\x00\x00[#\x82qp\xF9\x1D@\xB8\xCDT\x88G\xE2\x22@",2.0,4.0,3.0,1.0,0.0,adequate
HF01306,Health Post,10.376178,9.590761,"\x01\x01\x00\x00\x00\x0A\xF3\x1Eg\x9A\xC0$@(\x81\xCD9x.#@",,,,,,no_personnel_record
HF00955,Cottage Hospital,9.248863,10.8182,"\x01\x01\x00\x00\x00p^\x9C\xF8j\x7F\x22@\xA5,C\x1C\xEB\xA2%@",3.0,2.0,18.0,2.0,1.0,inadequate
HF01100,Primary Health Centre,9.014823,11.154474,\x01\x01\x00\x00\x00\x0CuX\xE1\x96\x07\x22@$*T7\x17O&@,0.0,0.0,1.0,1.0,2.0,inadequate
HF01211,Health Post,8.894472,9.63016,"\x01\x01\x00\x00\x00\x1C`\xE6;\xF8\xC9!@\xA6~\xDET\xA4B#@",0.0,1.0,2.0,0.0,0.0,adequate
HF01240,Comprehensive Health Centre,9.881908,9.6406,"\x01\x01\x00\x00\x00Z)\x04r\x89\xC3#@\x9C\xA2#\xB9\xFCG#@",2.0,10.0,7.0,0.0,0.0,inadequate
HF00921,Health Post,8.831699,8.673921,"\x01\x01\x00\x00\x00X;\x8As\xD4\xA9!@\xDC,^,\x0CY!@",1.0,1.0,2.0,1.0,0.0,adequate
HF00875,Health Post,8.293469,8.532028,\x01\x01\x00\x00\x00\x97\xC7\x9A\x91A\x96 @\xD2\x1CY\xF9e\x10!@,1.0,4.0,0.0,1.0,0.0,inadequate
HF01326,Primary Health Centre,10.55459,9.870037,"\x01\x01\x00\x00\x00\x95`q8\xF3\x1B%@\xB2\x9EZ}u\xBD#@",0.0,3.0,1.0,1.0,3.0,inadequate
HF00031,Health Post,6.253184,9.830211,"\x01\x01\x00\x00\x00[{\x9F\xAAB\x03\x19@\x15\x8F\x8Bj\x11\xA9#@",0.0,2.0,2.0,0.0,0.0,adequate
HF00197,Cottage Hospital,6.661819,10.88988,\x01\x01\x00\x00\x00W|C\xE1\xB3\xA5\x1A@\x9D\xBA\xF2Y\x9E\xC7%@,3.0,8.0,20.0,4.0,0.0,adequate
HF00685,Primary Health Centre,8.276554,10.800409,\x01\x01\x00\x00\x00\xEE\x27c|\x98\x8D @\x1F\xD9\x5C5\xCF\x99%@,3.0,2.0,2.0,1.0,0.0,inadequate
HF01319,Cottage Hospital,10.642577,10.033475,"\x01\x01\x00\x00\x00\xD6R@\xDA\xFFH%@\x9Aw\x9C\xA2#\x11$@",8.0,8.0,17.0,0.0,0.0,inadequate
HF00568,Health Post,10.98254,7.147829,\x01\x01\x00\x00\x00\x10\x06\x9E{\x0F\xF7%@\xFE\x99A|`\x97\x1C@,0.0,0.0,0.0,0.0,0.0,inadequate
HF00585,Primary Health Centre,7.789818,10.883615,\x01\x01\x00\x00\x00$+\xBF\x0C\xC6(\x1F@\x95\x82n/i\xC4%@,1.0,1.0,8.0,1.0,1.0,inadequate
HF00443,Comprehensive Health Centre,7.65573,8.430011,"\x01\x01\x00\x00\x00:\x06d\xAFw\x9F\x1E@,\xD7\xDBf*\xDC @",3.0,8.0,4.0,1.0,1.0,adequate
HF01237,Health Post,9.658971,9.607714,"\x01\x01\x00\x00\x00[\x06\x9C\xA5dQ#@\x87\xA4\x16J&7#@",1.0,2.0,2.0,0.0,0.0,adequate
HF00754,Primary Health Centre,9.198542,8.028332,\x01\x01\x00\x00\x00\xCE\xC3\x09L\xA7e\x22@M\xDC*\x88\x81\x0E @,0.0,8.0,4.0,0.0,1.0,adequate
HF01282,Primary Health Centre,10.078286,10.270813,\x01\x01\x00\x00\x00%xC\x1A\x15($@\xCE\xA9d\x00\xA8\x8A$@,1.0,5.0,7.0,2.0,0.0,adequate
HF00951,Health Post,8.957197,10.87669,\x01\x01\x00\x00\x00\x9C\xA8\xA5\xB9\x15\xEA!@\xE2u\xFD\x82\xDD\xC0%@,0.0,0.0,1.0,0.0,0.0,inadequate
HF01299,Primary Health Centre,10.826209,10.227893,\x01\x01\x00\x00\x00]R\xB5\xDD\x04\xA7%@\x83\xF9+d\xAEt$@,0.0,1.0,8.0,1.0,0.0,inadequate
HF00133,Comprehensive Health Centre,6.729949,9.695893,"\x01\x01\x00\x00\x00\xDB\xFD*\xC0w\xEB\x1A@\xD9\x07Y\x16Ld#@",0.0,6.0,4.0,2.0,2.0,inadequate
HF00786,Primary Health Centre,8.540909,7.439272,\x01\x01\x00\x00\x00`9B\x06\xF2\x14!@\xAD1\xE8\x84\xD0\xC1\x1D@,,,,,,no_personnel_record
HF01216,Comprehensive Health Centre,8.967089,9.602304,"\x01\x01\x00\x00\x00\x87\xA4\x16J&\xEF!@\xFE\x7F\x9C0a4#@",0.0,16.0,4.0,3.0,2.0,inadequate
HF00063,Primary Health Centre,5.836909,9.041206,\x01\x01\x00\x00\x00\x8A\xE9B\xAC\xFEX\x17@G\xCC\xEC\xF3\x18\x15\x22@,,,,,,no_personnel_record
HF00941,Health Post,9.464985,10.629006,\x01\x01\x00\x00\x00\xD9B\x90\x83\x12\xEE\x22@\xBE\xF9\x0D\x13\x0DB%@,0.0,0.0,1.0,0.0,0.0,inadequate
HF00463,Health Post,8.003522,9.339455,\x01\x01\x00\x00\x00\x0E\xA2\xB5\xA2\xCD\x01 @g\xED\xB6\x0B\xCD\xAD\x22@,1.0,1.0,2.0,0.0,0.0,adequate
HF00375,Primary Health Centre,6.766095,8.727617,\x01\x01\x00\x00\x008\x84*5{\x10\x1B@\xFB\x06&7\x8At!@,2.0,6.0,1.0,2.0,1.0,inadequate
HF00103,Primary Health Centre,7.444181,9.87923,"\x01\x01\x00\x00\x00\xB0\x04Rb\xD7\xC6\x1D@\xFCR?o*\xC2#@",0.0,4.0,7.0,0.0,1.0,adequate
HF00359,Health Post,6.657077,8.081276,\x01\x01\x00\x00\x00\xAF\xD0\x07\xCB\xD8\xA0\x1A@?\xE6\x03\x02\x9D) @,0.0,1.0,2.0,0.0,0.0,adequate
HF00131,Health Post,7.032331,9.876326,"\x01\x01\x00\x00\x00\x81\x96\xAE`\x1B!\x1C@\xDDD-\xCD\xAD\xC0#@",0.0,1.0,1.0,0.0,0.0,inadequate
HF00476,Health Post,7.753388,8.960476,\x01\x01\x00\x00\x00\x9F\xCB\xD4$x\x03\x1F@\x90/\xA1\x82\xC3\xEB!@,1.0,1.0,1.0,0.0,1.0,inadequate
HF00703,Primary Health Centre,8.714223,11.590589,\x01\x01\x00\x00\x00\x1E\x1A\x16\xA3\xAEm!@3\xC1p\xAEa.\x27@,1.0,4.0,2.0,0.0,1.0,inadequate
HF00497,Health Post,7.978348,9.937524,"\x01\x01\x00\x00\x00\x94m\xE0\x0E\xD4\xE9\x1F@\x22nN%\x03\xE0#@",0.0,2.0,1.0,0.0,0.0,inadequate
HF01085,Primary Health Centre,9.507048,11.547113,"\x01\x01\x00\x00\x00!\x01\xA3\xCB\x9B\x03#@\xD2n\xF41\x1F\x18\x27@",0.0,5.0,4.0,0.0,0.0,adequate
HF00569,Primary Health Centre,7.189703,10.771575,\x01\x01\x00\x00\x00\xF6\xCF\xD3\x80A\xC2\x1C@\x89\xD2\xDE\xE0\x0B\x8B%@,1.0,7.0,1.0,1.0,0.0,inadequate
HF00616,Comprehensive Health Centre,7.62362,10.564237,\x01\x01\x00\x00\x00\xAD\x86\xC4=\x96~\x1E@\xE5b\x0C\xAC\xE3 %@,0.0,0.0,13.0,0.0,2.0,inadequate
HF00248,Health Post,7.494263,7.59634,\x01\x01\x00\x00\x00\xCC}r\x14 \xFA\x1D@\xC2/\xF5\xF3\xA6b\x1E@,1.0,1.0,2.0,1.0,0.0,adequate
HF01213,Health Post,9.070264,9.708487,"\x01\x01\x00\x00\x00\x1B,\x9C\xA4\xF9#\x22@EH\xDD\xCE\xBEj#@",1.0,1.0,3.0,0.0,0.0,adequate
HF900253,Health Post,8.394384,7.88658,\x01\x01\x00\x00\x00\x9F!\x1C\xB3\xEC\xC9 @\x96&\xA5\xA0\xDB\x8B\x1F@,,,,,,no_personnel_record
HF00490,Primary Health Centre,8.463749,10.277329,\x01\x01\x00\x00\x00\xFC\x1AI\x82p\xED @\xFBv\x12\x11\xFE\x8D$@,2.0,2.0,3.0,0.0,1.0,adequate
HF00894,Primary Health Centre,8.315355,8.89229,\x01\x01\x00\x00\x00\x9AB\xE75v\xA1 @~\x18!<\xDA\xC8!@,2.0,8.0,2.0,2.0,0.0,inadequate
HF00743,Primary Health Centre,8.495016,8.147641,\x01\x01\x00\x00\x00T\xFE\xB5\xBCr\xFD @\xF4\x18\xE5\x99\x97K @,1.0,7.0,3.0,3.0,0.0,adequate
HF00994,Primary Health Centre,10.279417,10.901836,\x01\x01\x00\x00\x00\x93\xE4\xB9\xBE\x0F\x8F$@\xFE\xB5\xBCr\xBD\xCD%@,2.0,4.0,4.0,1.0,3.0,adequate
HF00459,Primary Health Centre,7.633257,9.456743,\x01\x01\x00\x00\x000\xDA\xE3\x85t\x88\x1E@\x96Z\xEF7\xDA\xE9\x22@,1.0,2.0,0.0,1.0,1.0,inadequate
HF00638,Comprehensive Health Centre,8.553245,10.719561,\x01\x01\x00\x00\x00\xDEY\xBB\xEDB\x1B!@A\xF4\xA4Ljp%@,0.0,12.0,16.0,4.0,2.0,inadequate
HF00496,Cottage Hospital,7.973203,9.695171,"\x01\x01\x00\x00\x00\xF2y\xC5S\x8F\xE4\x1F@WA\x0Ct\xEDc#@",0.0,10.0,22.0,0.0,0.0,inadequate
HF00160,Primary Health Centre,7.277172,9.966112,"\x01\x01\x00\x00\x00\xB8w\x0D\xFA\xD2\x1B\x1D@\xDB\x8Bh;\xA6\xEE#@",1.0,5.0,0.0,0.0,1.0,inadequate
HF00780,Primary Health Centre,7.409559,8.275578,\x01\x01\x00\x00\x00>!;oc\xA3\x1D@\x82\xFEB\x8F\x18\x8D @,0.0,8.0,0.0,1.0,2.0,inadequate
HF00256,Comprehensive Health Centre,7.921323,8.365892,\x01\x01\x00\x00\x00\xDF5\xE8Ko\xAF\x1F@o\xBC;2V\xBB @,2.0,9.0,7.0,1.0,2.0,adequate
HF00630,Health Post,8.390897,11.339983,"\x01\x01\x00\x00\x00\x835\xCE\xA6#\xC8 @Vdt@\x12\xAE&@",1.0,2.0,3.0,0.0,0.0,adequate
HF01147,Health Post,10.550423,9.439153,\x01\x01\x00\x00\x00\xB3\xEE\x1F\x0B\xD1\x19%@m\xE1y\xA9\xD8\xE0\x22@,,,,,,no_personnel_record
HF00218,Health Post,6.100463,10.150814,\x01\x01\x00\x00\x00\x0B\xD5\xCD\xC5\xDFf\x18@\xD2\x8E\x1B~7M$@,0.0,1.0,2.0,1.0,1.0,adequate
HF00707,Health Post,8.955445,7.646671,"\x01\x01\x00\x00\x00\xE1@H\x160\xE9!@#\x161\xEC0\x96\x1E@",0.0,3.0,1.0,0.0,0.0,inadequate
HF01204,Primary Health Centre,9.339605,9.420845,\x01\x01\x00\x00\x00\xBD\x1D\xE1\xB4\xE0\xAD\x22@\xC8^\xEF\xFEx\xD7\x22@,1.0,4.0,1.0,1.0,0.0,inadequate
HF00543,Primary Health Centre,8.841955,10.126361,\x01\x01\x00\x00\x00Ih\xCB\xB9\x14\xAF!@\xCE\xFA\x94c\xB2@$@,2.0,3.0,2.0,2.0,0.0,inadequate
HF00143,Health Post,6.915991,9.185069,\x01\x01\x00\x00\x00\xAA\xB8q\x8B\xF9\xA9\x1B@\xC1\x01-]\xC1^\x22@,0.0,1.0,1.0,0.0,1.0,inadequate
HF00136,Health Post,6.817994,9.514545,"\x01\x01\x00\x00\x00\x01L\x198\xA0E\x1B@\x01\xA46qr\x07#@",0.0,1.0,1.0,0.0,0.0,inadequate
HF01098,Primary Health Centre,9.02877,11.115224,\x01\x01\x00\x00\x00;6\x02\xF1\xBA\x0E\x22@\xB9m\xDF\xA3\xFE:&@,,,,,,no_personnel_record
HF01177,Comprehensive Health Centre,9.497099,9.123282,\x01\x01\x00\x00\x00\xA5\xBF\x97\xC2\x83\xFE\x22@\xF6^|\xD1\x1E?\x22@,1.0,0.0,6.0,0.0,1.0,inadequate
HF01245,Primary Health Centre,9.154912,9.910187,"\x01\x01\x00\x00\x00\x12\x84+\xA0PO\x22@\x1C}\xCC\x07\x04\xD2#@",1.0,4.0,7.0,1.0,0.0,adequate
HF00282,Comprehensive Health Centre,7.744936,8.14884,\x01\x01\x00\x00\x00\xC5s\xB6\x80\xD0\xFA\x1E@\x5C\xAC\xA8\xC14L @,0.0,3.0,4.0,0.0,3.0,inadequate
HF00788,Health Post,8.580784,7.497792,\x01\x01\x00\x00\x00\x83\x14<\x85\x5C)!@{\xD7\xA0/\xBD\xFD\x1D@,0.0,3.0,0.0,0.0,0.0,inadequate
HF00305,General Hospital,7.501431,7.908779,\x01\x01\x00\x00\x00d\xCD\xC8 w\x01\x1E@\x95*Q\xF6\x96\xA2\x1F@,0.0,4.0,6.0,3.0,1.0,inadequate
HF01027,Primary Health Centre,10.577629,11.270131,\x01\x01\x00\x00\x00?q\x00\xFD\xBE\x27%@\x84EE\x9CN\x8A&@,4.0,10.0,12.0,4.0,3.0,adequate
HF00539,Primary Health Centre,8.849711,10.173867,\x01\x01\x00\x00\x00X\x1A\xF8Q\x0D\xB3!@\x0F\xB5m\x18\x05Y$@,1.0,3.0,3.0,0.0,1.0,adequate
HF00342,Primary Health Centre,6.760362,8.967704,\x01\x01\x00\x00\x00\x0F|\x0CV\x9C\x0A\x1B@\xB1j\x10\xE6v\xEF!@,1.0,6.0,4.0,0.0,0.0,adequate
HF00662,Health Post,8.516601,11.019014,\x01\x01\x00\x00\x00k) \xED\x7F\x08!@\x11U\xF83\xBC\x09&@,0.0,1.0,2.0,1.0,1.0,adequate
HF01074,Comprehensive Health Centre,9.975258,10.731835,"\x01\x01\x00\x00\x00\x22S>\x04U\xF3#@\xE6\x22\xBE\x13\xB3v%@",3.0,19.0,23.0,0.0,0.0,inadequate
HF00258,Primary Health Centre,7.91,7.81,\x01\x01\x00\x00\x00\xA4p=\x0A\xD7\xA3\x1F@=\x0A\xD7\xA3p=\x1F@,1.0,4.0,2.0,1.0,2.0,inadequate
HF00098,Comprehensive Health Centre,7.339431,9.436547,\x01\x01\x00\x00\x00\x8B\xFE\xD0\xCC\x93[\x1D@uU\xA0\x16\x83\xDF\x22@,0.0,0.0,5.0,3.0,2.0,inadequate
HF00861,Health Post,9.282455,9.087383,"\x01\x01\x00\x00\x00\xF1.\x17\xF1\x9D\x90\x22@\xE7s\xEEv\xBD,\x22@",0.0,1.0,2.0,0.0,0.0,adequate
HF00081,Comprehensive Health Centre,5.699544,9.729066,"\x01\x01\x00\x00\x00\xBDs(CU\xCC\x16@F@\x85#Hu#@",4.0,9.0,9.0,3.0,3.0,adequate
HF01123,Health Post,9.64695,11.091215,"\x01\x01\x00\x00\x00^K\xC8\x07=K#@-\xCF\x83\xBB\xB3.&@",1.0,2.0,2.0,0.0,0.0,adequate
HF00982,Primary Health Centre,9.910613,11.210663,"\x01\x01\x00\x00\x00\xF9\x9F\xFC\xDD;\xD2#@Z\xF4N\x05\xDCk&@",2.0,5.0,3.0,0.0,0.0,adequate
HF00099,Health Post,7.5895,9.428368,\x01\x01\x00\x00\x00\xCF\xF7S\xE3\xA5[\x1E@MN\xED\x0CS\xDB\x22@,0.0,0.0,1.0,0.0,0.0,inadequate
HF00118,Health Post,6.572116,9.523416,"\x01\x01\x00\x00\x00\xC7\x12\xD6\xC6\xD8I\x1A@\x01h\x94.\xFD\x0B#@",1.0,1.0,1.0,0.0,0.0,inadequate
HF01081,Primary Health Centre,9.488061,11.604106,\x01\x01\x00\x00\x00\xF7\xE7\xA2!\xE3\xF9\x22@\x7F\xA2\xB2aM5\x27@,1.0,4.0,4.0,2.0,1.0,adequate
HF00056,General Hospital,6.131007,9.973242,"\x01\x01\x00\x00\x0040\xF2\xB2&\x86\x18@\xF1/\x82\xC6L\xF2#@",0.0,25.0,0.0,1.0,5.0,inadequate
HF01317,Primary Health Centre,10.46656,10.186012,\x01\x01\x00\x00\x00W>\xCB\xF3\xE0\xEE$@\xBDS\x01\xF7<_$@,1.0,1.0,1.0,2.0,1.0,inadequate
HF01056,General Hospital,10.114072,10.505125,\x01\x01\x00\x00\x00T\xC7*\xA5g:$@\xB4\xC8v\xBE\x9F\x02%@,0.0,24.0,0.0,6.0,5.0,inadequate
HF00935,Primary Health Centre,8.680263,8.751563,\x01\x01\x00\x00\x00\x92[\x93nK\x5C!@n\xC4\x93\xDD\xCC\x80!@,1.0,1.0,8.0,0.0,1.0,inadequate
HF00956,Health Post,9.243193,10.648005,\x01\x01\x00\x00\x00u;\xFB\xCA\x83|\x22@\xF9I\xB5O\xC7K%@,0.0,0.0,1.0,0.0,0.0,inadequate
HF00996,Cottage Hospital,10.246834,10.87804,\x01\x01\x00\x00\x00\xEC\x14\xAB\x06a~$@\xE1(yu\x8E\xC1%@,3.0,10.0,8.0,0.0,0.0,inadequate
HF01297,Primary Health Centre,10.863171,10.078358,\x01\x01\x00\x00\x00\x13\xB6\x9F\x8C\xF1\xB9%@\x8B\xC2.\x8A\x1E($@,0.0,2.0,4.0,1.0,1.0,adequate
HF00120,General Hospital,6.704085,9.374498,\x01\x01\x00\x00\x00\xA9j\x82\xA8\xFB\xD0\x1A@\xB7\xD5\xAC3\xBE\xBF\x22@,0.0,0.0,9.0,3.0,0.0,inadequate
HF01143,Health Post,9.746433,8.988746,"\x01\x01\x00\x00\x00rOWw,~#@\x05\x1Al\xEA<\xFA!@",0.0,0.0,1.0,0.0,0.0,inadequate
HF00973,Health Post,9.811489,10.578971,"\x01\x01\x00\x00\x00\xA3 x|{\x9F#@2\xAA\x0C\xE3n(%@",0.0,0.0,0.0,0.0,0.0,inadequate
HF00230,Primary Health Centre,6.527888,10.282229,\x01\x01\x00\x00\x00\xAB\xCD\xFF\xAB\x8E\x1C\x1A@/\xF7\xC9Q\x80\x90$@,0.0,2.0,3.0,1.0,3.0,adequate
HF01275,Primary Health Centre,9.941365,9.886431,"\x01\x01\x00\x00\x00\xB52\xE1\x97\xFA\xE1#@7R\xB6H\xDA\xC5#@",3.0,6.0,4.0,0.0,0.0,adequate
HF00065,Comprehensive Health Centre,6.135081,9.231325,\x01\x01\x00\x00\x00p>u\xACR\x8A\x18@\x91~\xFB:pv\x22@,0.0,12.0,6.0,3.0,3.0,inadequate
HF00772,Comprehensive Health Centre,8.525022,7.911056,\x01\x01\x00\x00\x00l\x5C\xFF\xAE\xCF\x0C!@^L3\xDD\xEB\xA4\x1F@,2.0,16.0,8.0,1.0,4.0,adequate
HF00544,Comprehensive Health Centre,8.967805,10.154681,"\x01\x01\x00\x00\x00\x81\xCF\x0F#\x84\xEF!@\x0A\xA0\x18Y2O$@",,,,,,no_personnel_record
HF01284,Health Post,10.045463,10.105296,\x01\x01\x00\x00\x00)[$\xEDF\x17$@\x9A\xCCx[\xE95$@,0.0,2.0,1.0,0.0,0.0,inadequate
HF00200,Comprehensive Health Centre,6.864166,10.900675,\x01\x01\x00\x00\x00\xB3B\x91\xEE\xE7t\x1B@L\xA6\x0AF%\xCD%@,2.0,18.0,11.0,0.0,4.0,inadequate
HF00494,Cottage Hospital,7.99,9.78,"\x01\x01\x00\x00\x00\xF6(\x5C\x8F\xC2\xF5\x1F@\x8F\xC2\xF5(\x5C\x8F#@",0.0,0.0,3.0,0.0,2.0,inadequate
HF00880,Primary Health Centre,8.333424,8.594569,"\x01\x01\x00\x00\x00,g\xEF\x8C\xB6\xAA @Ln\x14Yk0!@",0.0,0.0,2.0,2.0,1.0,inadequate
HF01131,Primary Health Centre,10.008208,11.477596,\x01\x01\x00\x00\x00\x92!\xC7\xD63\x04$@\x9Df\x81v\x87\xF4&@,2.0,4.0,6.0,0.0,1.0,adequate
HF00619,Health Post,7.568924,10.550798,\x01\x01\x00\x00\x00U\xA3W\x03\x94F\x1E@\x88g\x092\x02\x1A%@,0.0,2.0,1.0,1.0,0.0,inadequate
HF00082,Primary Health Centre,5.655149,9.628072,"\x01\x01\x00\x00\x00F\x07$a\xDF\x9E\x16@\x0E\x117\xA7\x92A#@",0.0,0.0,5.0,1.0,1.0,inadequate
HF00413,Health Post,7.069807,8.492966,\x01\x01\x00\x00\x00\xA3 x|{G\x1C@r\x14 \x0Af\xFC @,0.0,1.0,1.0,0.0,0.0,inadequate
