household_id,cluster_id,stratum_code,interviewer_id,interview_date,interview_duration_min,result_of_visit,eligible_children_9_59_months,wealth_quintile,settlement_type,stage2_households_listed,stage2_households_selected
H00884,C045,ST02,I09,2026-05-18,28,Completed,1.0,4.0,Rural,336,20
H00281,C015,ST01,I15,2026-05-13,28,Completed,3.0,2.0,Rural,168,20
H01489,C075,ST03,I03,2026-05-23,27,Completed,1.0,5.0,Rural,153,20
H01365,C069,ST03,I15,2026-05-22,32,Completed,1.0,4.0,Rural,386,20
H01454,C073,ST03,I01,2026-05-23,24,Completed,1.0,5.0,Rural,14,20
H00899,C045,ST02,I09,2026-05-18,13,Completed,1.0,1.0,Rural,336,20
H00488,C025,ST01,I07,2026-05-15,2,Completed,2.0,5.0,Rural,95,20
H00013,C001,ST01,I01,2026-05-11,22,Completed,1.0,2.0,Urban,318,20
H00137,C007,ST01,I07,2026-05-12,5,Completed,4.0,4.0,Rural,152,20
H00268,C014,ST01,I07,2026-05-13,5,Completed,1.0,5.0,Urban,119,20
H01342,C068,ST03,I14,2026-05-22,21,Vacant dwelling,,,Urban,1038,20
H01299,C065,ST03,I11,2026-05-21,22,Vacant dwelling,,,Urban,521,20
H00128,C007,ST01,I07,2026-05-12,2,Completed,3.0,1.0,Rural,152,20
H01686,C085,ST03,I13,2026-05-25,13,No eligible respondent after 3 visits,,,Urban,121,20
H01456,C073,ST03,I01,2026-05-23,18,Completed,1.0,4.0,Rural,14,20
H01201,C061,ST03,I07,2026-05-21,5,Completed,0.0,4.0,Urban,432,20
H00700,C035,ST02,I17,2026-05-16,16,Completed,2.0,5.0,Urban,80,20
H01442,C073,ST03,I01,2026-05-23,20,Vacant dwelling,,,Rural,14,20
H00114,C006,ST01,I06,2026-05-11,7,Completed,1.0,5.0,Rural,177,20
H01224,C062,ST03,I08,2026-05-21,17,Completed,2.0,3.0,Urban,96,20
H00329,C017,ST01,I17,2026-05-13,28,Completed,3.0,2.0,Rural,90,20
H01345,C068,ST03,I14,2026-05-22,14,Refused,,,Urban,1038,20
H00316,C016,ST01,I16,2026-05-13,22,Completed,1.0,2.0,Rural,193,20
H01278,C064,ST03,I10,2026-05-21,25,Completed,1.0,5.0,Rural,260,20
H01514,C076,ST03,I04,2026-05-23,10,Completed,0.0,2.0,Urban,168,20
H00477,C024,ST01,I06,2026-05-14,17,Completed,3.0,3.0,Urban,189,20
H00979,C049,ST02,I13,2026-05-19,15,Completed,0.0,5.0,Urban,615,20
H01249,C063,ST03,I09,2026-05-21,21,Completed,0.0,1.0,Rural,220,20
H01126,C057,ST02,I03,2026-05-20,23,Completed,2.0,5.0,Rural,96,20
H01729,C087,ST03,I15,2026-05-25,16,Completed,1.0,5.0,Urban,229,20
H01672,C084,ST03,I12,2026-05-24,35,Completed,1.0,1.0,Rural,678,20
H00733,C037,ST02,I01,2026-05-17,26,Refused,,,Urban,222,20
H01466,C074,ST03,I02,2026-05-23,18,Completed,1.0,3.0,Rural,86,20
H01542,C078,ST03,I06,2026-05-23,34,Refused,,,Urban,151,20
H00750,C038,ST02,I02,2026-05-17,21,Completed,2.0,2.0,Rural,207,20
H01111,C056,ST02,I02,2026-05-20,20,Completed,0.0,1.0,Urban,46,20
H00225,C012,ST01,I12,2026-05-12,26,No eligible respondent after 3 visits,,,Urban,273,20
H00832,C042,ST02,I06,2026-05-17,29,Completed,1.0,2.0,Rural,123,20
H01040,C052,ST02,I16,2026-05-19,16,Refused,,,Urban,623,20
H00767,C039,ST02,I03,2026-05-17,21,No eligible respondent after 3 visits,,,Rural,142,20
H00219,C011,ST01,I11,2026-05-12,20,Completed,1.0,2.0,Urban,127,20
H00194,C010,ST01,I10,2026-05-12,29,Completed,0.0,4.0,Rural,441,20
H00965,C049,ST02,I13,2026-05-19,25,Completed,1.0,3.0,Urban,615,20
H00656,C033,ST02,I15,2026-05-16,16,Completed,4.0,5.0,Rural,81,20
H00677,C034,ST02,I16,2026-05-16,23,Completed,1.0,3.0,Rural,79,20
H00377,C019,ST01,I07,2026-05-14,4,Completed,1.0,3.0,Rural,78,20
H00366,C019,ST01,I07,2026-05-14,4,Completed,1.0,1.0,Rural,78,20
H00289,C015,ST01,I15,2026-05-13,17,Completed,3.0,2.0,Rural,168,20
H01196,C060,ST02,I06,2026-05-20,31,Completed,0.0,2.0,Urban,183,20
H00652,C033,ST02,I15,2026-05-16,20,Completed,3.0,5.0,Rural,81,20
H00247,C013,ST01,I13,2026-05-13,12,Completed,1.0,1.0,Urban,196,20
H01443,C073,ST03,I01,2026-05-23,21,Completed,1.0,2.0,Rural,14,20
H01030,C052,ST02,I16,2026-05-19,14,Completed,1.0,3.0,Urban,623,20
H01406,C071,ST03,I17,2026-05-22,27,Completed,2.0,1.0,Rural,239,20
H00156,C008,ST01,I08,2026-05-12,26,Completed,0.0,1.0,Rural,242,20
H00734,C037,ST02,I01,2026-05-17,24,Completed,1.0,4.0,Urban,222,20
H00458,C023,ST01,I05,2026-05-14,12,Completed,3.0,4.0,Rural,151,20
H00217,C011,ST01,I11,2026-05-12,24,Completed,1.0,4.0,Urban,127,20
H01275,C064,ST03,I10,2026-05-21,14,No eligible respondent after 3 visits,,,Rural,260,20
H00869,C044,ST02,I08,2026-05-18,37,No eligible respondent after 3 visits,,,Urban,131,20
H00791,C040,ST02,I04,2026-05-17,16,Completed,2.0,3.0,Urban,181,20
H00405,C021,ST01,I07,2026-05-14,4,Completed,1.0,4.0,Rural,58,20
H01307,C066,ST03,I12,2026-05-21,15,No eligible respondent after 3 visits,,,Urban,211,20
H00514,C026,ST01,I08,2026-05-15,16,Completed,1.0,5.0,Rural,147,20
H00190,C010,ST01,I10,2026-05-12,17,Completed,1.0,1.0,Rural,441,20
H00442,C023,ST01,I05,2026-05-14,22,Completed,3.0,2.0,Rural,151,20
H01356,C068,ST03,I14,2026-05-22,20,Vacant dwelling,,,Urban,1038,20
H01027,C052,ST02,I16,2026-05-19,15,Completed,1.0,2.0,Urban,623,20
H01538,C077,ST03,I05,2026-05-23,16,Completed,1.0,5.0,Urban,334,20
H00736,C037,ST02,I01,2026-05-17,25,Completed,1.0,3.0,Urban,222,20
H00657,C033,ST02,I15,2026-05-16,15,Completed,4.0,3.0,Rural,81,20
H01058,C053,ST02,I17,2026-05-19,7,Completed,0.0,3.0,Rural,64,20
H01136,C057,ST02,I03,2026-05-20,27,Completed,1.0,1.0,Rural,96,20
H00323,C017,ST01,I17,2026-05-13,17,Completed,1.0,2.0,Rural,90,20
H01521,C077,ST03,I05,2026-05-23,25,Completed,3.0,1.0,Urban,334,20
H01690,C085,ST03,I13,2026-05-25,32,Completed,2.0,4.0,Urban,121,20
H01088,C055,ST02,I01,2026-05-20,21,Completed,1.0,4.0,Rural,262,20
H01707,C086,ST03,I14,2026-05-25,33,No eligible respondent after 3 visits,,,Rural,83,20
H01024,C052,ST02,I16,2026-05-19,27,Completed,1.0,3.0,Urban,623,20
H00043,C003,ST01,I03,2026-05-11,26,Completed,4.0,4.0,Urban,226,20
H01153,C058,ST02,I04,2026-05-20,28,Completed,1.0,5.0,Rural,380,20
H01197,C060,ST02,I06,2026-05-20,18,Completed,2.0,4.0,Urban,183,20
H01046,C053,ST02,I17,2026-05-19,19,Completed,2.0,2.0,Rural,64,20
H01724,C087,ST03,I15,2026-05-25,13,Completed,0.0,5.0,Urban,229,20
H00506,C026,ST01,I08,2026-05-15,16,Completed,3.0,3.0,Rural,147,20
H01633,C082,ST03,I10,2026-05-24,25,No eligible respondent after 3 visits,,,Urban,111,20
H00372,C019,ST01,I07,2026-05-14,2,Completed,2.0,2.0,Rural,78,20
H01174,C059,ST02,I05,2026-05-20,25,Completed,1.0,5.0,Rural,275,20
H00915,C046,ST02,I10,2026-05-18,20,Completed,0.0,5.0,Rural,129,20
H01528,C077,ST03,I05,2026-05-23,32,No eligible respondent after 3 visits,,,Urban,334,20
H00802,C041,ST02,I05,2026-05-17,25,Completed,0.0,3.0,Rural,292,20
H01457,C073,ST03,I01,2026-05-23,18,Completed,1.0,4.0,Rural,14,20
H01031,C052,ST02,I16,2026-05-19,17,Completed,0.0,2.0,Urban,623,20
H01519,C076,ST03,I04,2026-05-23,11,Completed,2.0,1.0,Urban,168,20
H00189,C010,ST01,I10,2026-05-12,25,No eligible respondent after 3 visits,,,Rural,441,20
H01788,C090,ST03,I07,2026-05-25,5,Completed,3.0,2.0,Urban,220,20
H00085,C005,ST01,I05,2026-05-11,28,Completed,1.0,5.0,Rural,178,20
H01354,C068,ST03,I14,2026-05-22,28,Refused,,,Urban,1038,20
H00345,C018,ST01,I18,2026-05-13,11,Completed,2.0,4.0,Rural,159,20
H00804,C041,ST02,I05,2026-05-17,11,Refused,,,Rural,292,20
H01127,C057,ST02,I03,2026-05-20,13,Completed,2.0,5.0,Rural,96,20
H00658,C033,ST02,I15,2026-05-16,24,Completed,2.0,3.0,Rural,81,20
H00639,C032,ST02,I14,2026-05-16,11,No eligible respondent after 3 visits,,,Rural,68,20
H00356,C018,ST01,I18,2026-05-13,18,Completed,3.0,2.0,Rural,159,20
H00465,C024,ST01,I06,2026-05-14,5,No eligible respondent after 3 visits,,,Urban,189,20
H01380,C069,ST03,I15,2026-05-22,21,Completed,3.0,1.0,Rural,386,20
H00116,C006,ST01,I06,2026-05-11,12,Completed,2.0,5.0,Rural,177,20
H00037,C002,ST01,I02,2026-05-11,18,Refused,,,Rural,287,20
H00602,C031,ST02,I13,2026-05-16,29,Completed,4.0,4.0,Rural,160,20
H01215,C061,ST03,I07,2026-05-21,4,Completed,2.0,4.0,Urban,432,20
H01624,C082,ST03,I10,2026-05-24,20,Completed,2.0,4.0,Urban,111,20
H00822,C042,ST02,I06,2026-05-17,31,Completed,3.0,5.0,Rural,123,20
H00069,C004,ST01,I04,2026-05-11,15,Completed,3.0,2.0,Urban,291,20
H01310,C066,ST03,I12,2026-05-21,33,Vacant dwelling,,,Urban,211,20
H01353,C068,ST03,I14,2026-05-22,28,No eligible respondent after 3 visits,,,Urban,1038,20
H01166,C059,ST02,I05,2026-05-20,27,Completed,1.0,5.0,Rural,275,20
H00916,C046,ST02,I10,2026-05-18,20,Completed,1.0,1.0,Rural,129,20
H01262,C064,ST03,I10,2026-05-21,19,Completed,1.0,1.0,Rural,260,20
H00131,C007,ST01,I07,2026-05-12,6,Completed,1.0,4.0,Rural,152,20
H01106,C056,ST02,I02,2026-05-20,19,Completed,4.0,2.0,Urban,46,20
H00009,C001,ST01,I01,2026-05-11,23,No eligible respondent after 3 visits,,,Urban,318,20
H01235,C062,ST03,I08,2026-05-21,17,Completed,4.0,5.0,Urban,96,20
H00981,C050,ST02,I14,2026-05-19,20,Completed,0.0,5.0,Rural,135,20
H01143,C058,ST02,I04,2026-05-20,22,Completed,1.0,4.0,Rural,380,20
H01787,C090,ST03,I07,2026-05-25,4,Completed,4.0,5.0,Urban,220,20
H01164,C059,ST02,I05,2026-05-20,22,Completed,1.0,1.0,Rural,275,20
H00673,C034,ST02,I16,2026-05-16,20,Completed,1.0,2.0,Rural,79,20
H01038,C052,ST02,I16,2026-05-19,21,No eligible respondent after 3 visits,,,Urban,623,20
H00641,C033,ST02,I15,2026-05-16,23,Completed,2.0,1.0,Rural,81,20
H00788,C040,ST02,I04,2026-05-17,25,No eligible respondent after 3 visits,,,Urban,181,20
H01731,C087,ST03,I15,2026-05-25,5,Completed,0.0,1.0,Urban,229,20
H01225,C062,ST03,I08,2026-05-21,6,Completed,1.0,1.0,Urban,96,20
H00428,C022,ST01,I04,2026-05-14,21,No eligible respondent after 3 visits,,,Urban,197,20
H01053,C053,ST02,I17,2026-05-19,20,Completed,1.0,4.0,Rural,64,20
H00561,C029,ST01,I11,2026-05-15,20,Completed,1.0,2.0,Rural,130,20
H00925,C047,ST02,I11,2026-05-18,8,No eligible respondent after 3 visits,,,Urban,230,20
H00510,C026,ST01,I08,2026-05-15,27,Completed,1.0,3.0,Rural,147,20
H00265,C014,ST01,I07,2026-05-13,3,Completed,2.0,4.0,Urban,119,20
H01664,C084,ST03,I12,2026-05-24,12,Completed,3.0,2.0,Rural,678,20
H01206,C061,ST03,I07,2026-05-21,3,Completed,3.0,2.0,Urban,432,20
H01654,C083,ST03,I11,2026-05-24,2,Vacant dwelling,,,Urban,138,20
H00799,C040,ST02,I04,2026-05-17,26,Completed,2.0,4.0,Urban,181,20
H00973,C049,ST02,I13,2026-05-19,19,Completed,0.0,5.0,Urban,615,20
H01715,C086,ST03,I14,2026-05-25,11,Completed,1.0,5.0,Rural,83,20
H00985,C050,ST02,I14,2026-05-19,13,Completed,1.0,2.0,Rural,135,20
H01116,C056,ST02,I02,2026-05-20,16,Completed,1.0,3.0,Urban,46,20
H00536,C027,ST01,I09,2026-05-15,24,Completed,3.0,5.0,Urban,262,20
H01786,C090,ST03,I07,2026-05-25,4,Completed,2.0,5.0,Urban,220,20
H00997,C050,ST02,I14,2026-05-19,19,Completed,2.0,2.0,Rural,135,20
H01704,C086,ST03,I14,2026-05-25,39,Completed,1.0,3.0,Rural,83,20
H01282,C065,ST03,I11,2026-05-21,37,Completed,3.0,1.0,Urban,521,20
H00144,C008,ST01,I08,2026-05-12,17,No eligible respondent after 3 visits,,,Rural,242,20
H00705,C036,ST02,I18,2026-05-16,20,Completed,1.0,5.0,Urban,262,20
H00180,C009,ST01,I09,2026-05-12,15,Refused,,,Rural,126,20
H00223,C012,ST01,I12,2026-05-12,29,Completed,3.0,3.0,Urban,273,20
H00256,C013,ST01,I13,2026-05-13,13,Completed,2.0,1.0,Urban,196,20
H01726,C087,ST03,I15,2026-05-25,21,No eligible respondent after 3 visits,,,Urban,229,20
H00021,C002,ST01,I02,2026-05-11,10,Completed,1.0,3.0,Rural,287,20
H01171,C059,ST02,I05,2026-05-20,24,Completed,1.0,3.0,Rural,275,20
H01374,C069,ST03,I15,2026-05-22,20,Completed,2.0,1.0,Rural,386,20
H01134,C057,ST02,I03,2026-05-20,21,Completed,2.0,4.0,Rural,96,20
H00566,C029,ST01,I11,2026-05-15,18,Completed,4.0,5.0,Rural,130,20
H01195,C060,ST02,I06,2026-05-20,16,Completed,2.0,2.0,Urban,183,20
H00772,C039,ST02,I03,2026-05-17,23,Completed,3.0,3.0,Rural,142,20
H00201,C011,ST01,I11,2026-05-12,11,No eligible respondent after 3 visits,,,Urban,127,20
H00938,C047,ST02,I11,2026-05-18,27,Completed,4.0,1.0,Urban,230,20
H01390,C070,ST03,I16,2026-05-22,32,Completed,2.0,3.0,Urban,133,20
H01645,C083,ST03,I11,2026-05-24,18,Refused,,,Urban,138,20
H00690,C035,ST02,I17,2026-05-16,25,Completed,3.0,2.0,Urban,80,20
H01485,C075,ST03,I03,2026-05-23,12,Completed,1.0,5.0,Rural,153,20
H00243,C013,ST01,I13,2026-05-13,14,No eligible respondent after 3 visits,,,Urban,196,20
H01185,C060,ST02,I06,2026-05-20,23,Completed,2.0,4.0,Urban,183,20
H01260,C063,ST03,I09,2026-05-21,20,Completed,0.0,5.0,Rural,220,20
H01261,C064,ST03,I10,2026-05-21,11,Completed,1.0,4.0,Rural,260,20
H00754,C038,ST02,I02,2026-05-17,19,Completed,0.0,1.0,Rural,207,20
H01093,C055,ST02,I01,2026-05-20,13,Refused,,,Rural,262,20
H00560,C028,ST01,I10,2026-05-15,17,Completed,2.0,3.0,Rural,119,20
H00044,C003,ST01,I03,2026-05-11,13,Completed,2.0,1.0,Urban,226,20
H01458,C073,ST03,I01,2026-05-23,18,No eligible respondent after 3 visits,,,Rural,14,20
H00091,C005,ST01,I05,2026-05-11,20,Completed,1.0,5.0,Rural,178,20
H00665,C034,ST02,I16,2026-05-16,30,Completed,1.0,2.0,Rural,79,20
H01683,C085,ST03,I13,2026-05-25,23,Vacant dwelling,,,Urban,121,20
H01265,C064,ST03,I10,2026-05-21,17,No eligible respondent after 3 visits,,,Rural,260,20
H00311,C016,ST01,I16,2026-05-13,21,Completed,0.0,3.0,Rural,193,20
H01071,C054,ST02,I18,2026-05-19,16,Completed,0.0,4.0,Rural,88,20
H00167,C009,ST01,I09,2026-05-12,22,Completed,1.0,3.0,Rural,126,20
H00058,C003,ST01,I03,2026-05-11,12,Completed,1.0,3.0,Urban,226,20
H01399,C070,ST03,I16,2026-05-22,26,Refused,,,Urban,133,20
H00347,C018,ST01,I18,2026-05-13,19,Refused,,,Rural,159,20
H01721,C087,ST03,I15,2026-05-25,29,Refused,,,Urban,229,20
H00638,C032,ST02,I14,2026-05-16,7,Completed,2.0,4.0,Rural,68,20
H01517,C076,ST03,I04,2026-05-23,27,Completed,1.0,1.0,Urban,168,20
H00921,C047,ST02,I11,2026-05-18,26,No eligible respondent after 3 visits,,,Urban,230,20
H00272,C014,ST01,I07,2026-05-13,3,Completed,1.0,3.0,Urban,119,20
H01337,C067,ST03,I13,2026-05-22,14,Completed,2.0,4.0,Rural,136,20
H01122,C057,ST02,I03,2026-05-20,25,Completed,2.0,3.0,Rural,96,20
H01324,C067,ST03,I13,2026-05-22,15,Completed,0.0,1.0,Rural,136,20
H00707,C036,ST02,I18,2026-05-16,16,Completed,1.0,5.0,Urban,262,20
H01448,C073,ST03,I01,2026-05-23,20,Completed,1.0,3.0,Rural,14,20
H00711,C036,ST02,I18,2026-05-16,21,Completed,0.0,2.0,Urban,262,20
H00210,C011,ST01,I11,2026-05-12,18,No eligible respondent after 3 visits,,,Urban,127,20
H00385,C020,ST01,I02,2026-05-14,16,Completed,1.0,3.0,Urban,138,20
H00725,C037,ST02,I01,2026-05-17,30,Completed,1.0,1.0,Urban,222,20
H00358,C018,ST01,I18,2026-05-13,24,Completed,3.0,2.0,Rural,159,20
H01622,C082,ST03,I10,2026-05-24,22,No eligible respondent after 3 visits,,,Urban,111,20
H01290,C065,ST03,I11,2026-05-21,9,Completed,2.0,2.0,Urban,521,20
H01589,C080,ST03,I08,2026-05-24,19,Completed,2.0,1.0,Rural,139,20
H00542,C028,ST01,I10,2026-05-15,24,Completed,0.0,5.0,Rural,119,20
H01190,C060,ST02,I06,2026-05-20,21,Completed,2.0,4.0,Urban,183,20
H00628,C032,ST02,I14,2026-05-16,16,Completed,4.0,3.0,Rural,68,20
H00660,C033,ST02,I15,2026-05-16,21,Completed,1.0,2.0,Rural,81,20
H00369,C019,ST01,I07,2026-05-14,2,Completed,1.0,4.0,Rural,78,20
H01250,C063,ST03,I09,2026-05-21,15,Completed,1.0,1.0,Rural,220,20
H00290,C015,ST01,I15,2026-05-13,36,Completed,4.0,1.0,Rural,168,20
H00910,C046,ST02,I10,2026-05-18,19,Completed,1.0,4.0,Rural,129,20
H00605,C031,ST02,I13,2026-05-16,14,Completed,1.0,1.0,Rural,160,20
H00632,C032,ST02,I14,2026-05-16,25,Completed,3.0,1.0,Rural,68,20
H01047,C053,ST02,I17,2026-05-19,5,Completed,4.0,2.0,Rural,64,20
H00254,C013,ST01,I13,2026-05-13,17,Completed,3.0,1.0,Urban,196,20
H01541,C078,ST03,I06,2026-05-23,23,No eligible respondent after 3 visits,,,Urban,151,20
H00160,C008,ST01,I08,2026-05-12,20,Completed,4.0,1.0,Rural,242,20
H00149,C008,ST01,I08,2026-05-12,23,Completed,1.0,3.0,Rural,242,20
H01642,C083,ST03,I11,2026-05-24,14,No eligible respondent after 3 visits,,,Urban,138,20
H01059,C053,ST02,I17,2026-05-19,24,Completed,1.0,5.0,Rural,64,20
H01501,C076,ST03,I04,2026-05-23,26,Completed,0.0,3.0,Urban,168,20
H00034,C002,ST01,I02,2026-05-11,28,Completed,0.0,5.0,Rural,287,20
H00685,C035,ST02,I17,2026-05-16,22,Completed,1.0,4.0,Urban,80,20
H00179,C009,ST01,I09,2026-05-12,6,Completed,3.0,1.0,Rural,126,20
H00010,C001,ST01,I01,2026-05-11,25,Completed,0.0,1.0,Urban,318,20
H01232,C062,ST03,I08,2026-05-21,28,Completed,0.0,1.0,Urban,96,20
H00821,C042,ST02,I06,2026-05-17,16,Completed,2.0,3.0,Rural,123,20
H00636,C032,ST02,I14,2026-05-16,20,Completed,1.0,3.0,Rural,68,20
H00150,C008,ST01,I08,2026-05-12,17,Refused,,,Rural,242,20
H00803,C041,ST02,I05,2026-05-17,16,Refused,,,Rural,292,20
H01321,C067,ST03,I13,2026-05-22,29,Completed,3.0,1.0,Rural,136,20
H00534,C027,ST01,I09,2026-05-15,20,Completed,0.0,4.0,Urban,262,20
H00057,C003,ST01,I03,2026-05-11,19,Completed,2.0,3.0,Urban,226,20
H00474,C024,ST01,I06,2026-05-14,23,Completed,0.0,5.0,Urban,189,20
H01680,C084,ST03,I12,2026-05-24,19,Completed,3.0,4.0,Rural,678,20
H00648,C033,ST02,I15,2026-05-16,5,Completed,3.0,5.0,Rural,81,20
H01323,C067,ST03,I13,2026-05-22,18,Refused,,,Rural,136,20
H00535,C027,ST01,I09,2026-05-15,13,Completed,0.0,2.0,Urban,262,20
H00894,C045,ST02,I09,2026-05-18,15,No eligible respondent after 3 visits,,,Rural,336,20
H00882,C045,ST02,I09,2026-05-18,30,Completed,2.0,5.0,Rural,336,20
H00664,C034,ST02,I16,2026-05-16,19,Completed,2.0,2.0,Rural,79,20
H00499,C025,ST01,I07,2026-05-15,4,Completed,2.0,3.0,Rural,95,20
H01295,C065,ST03,I11,2026-05-21,30,Completed,1.0,2.0,Urban,521,20
H01565,C079,ST03,I07,2026-05-24,4,Completed,0.0,5.0,Rural,161,20
H01113,C056,ST02,I02,2026-05-20,14,Refused,,,Urban,46,20
H00824,C042,ST02,I06,2026-05-17,31,Completed,0.0,1.0,Rural,123,20
H01563,C079,ST03,I07,2026-05-24,4,Completed,4.0,4.0,Rural,161,20
H00425,C022,ST01,I04,2026-05-14,13,Completed,2.0,2.0,Urban,197,20
H01297,C065,ST03,I11,2026-05-21,27,Completed,3.0,2.0,Urban,521,20
H01081,C055,ST02,I01,2026-05-20,22,Vacant dwelling,,,Rural,262,20
H01391,C070,ST03,I16,2026-05-22,18,Completed,1.0,3.0,Urban,133,20
H00437,C022,ST01,I04,2026-05-14,13,Completed,2.0,3.0,Urban,197,20
H01641,C083,ST03,I11,2026-05-24,21,Completed,0.0,1.0,Urban,138,20
H00600,C030,ST01,I12,2026-05-15,20,No eligible respondent after 3 visits,,,Rural,133,20
H00594,C030,ST01,I12,2026-05-15,24,Completed,2.0,4.0,Rural,133,20
H00522,C027,ST01,I09,2026-05-15,19,Completed,0.0,2.0,Urban,262,20
H01103,C056,ST02,I02,2026-05-20,30,Completed,2.0,4.0,Urban,46,20
H01676,C084,ST03,I12,2026-05-24,9,Completed,3.0,2.0,Rural,678,20
H00531,C027,ST01,I09,2026-05-15,23,Completed,2.0,4.0,Urban,262,20
H00929,C047,ST02,I11,2026-05-18,19,Completed,2.0,4.0,Urban,230,20
H01670,C084,ST03,I12,2026-05-24,14,Completed,4.0,2.0,Rural,678,20
H00676,C034,ST02,I16,2026-05-16,19,Vacant dwelling,,,Rural,79,20
H01699,C085,ST03,I13,2026-05-25,19,No eligible respondent after 3 visits,,,Urban,121,20
H00741,C038,ST02,I02,2026-05-17,15,Completed,1.0,1.0,Rural,207,20
H00780,C039,ST02,I03,2026-05-17,20,Completed,2.0,5.0,Rural,142,20
H01747,C088,ST03,I16,2026-05-25,26,Completed,2.0,4.0,Rural,55,20
H00606,C031,ST02,I13,2026-05-16,29,No eligible respondent after 3 visits,,,Rural,160,20
H00320,C016,ST01,I16,2026-05-13,30,Completed,0.0,3.0,Rural,193,20
H01075,C054,ST02,I18,2026-05-19,25,Completed,2.0,4.0,Rural,88,20
H00362,C019,ST01,I07,2026-05-14,4,Refused,,,Rural,78,20
H01200,C060,ST02,I06,2026-05-20,24,Completed,1.0,4.0,Urban,183,20
H01691,C085,ST03,I13,2026-05-25,24,Completed,0.0,1.0,Urban,121,20
H00668,C034,ST02,I16,2026-05-16,24,Completed,2.0,2.0,Rural,79,20
H01314,C066,ST03,I12,2026-05-21,19,Vacant dwelling,,,Urban,211,20
H01475,C074,ST03,I02,2026-05-23,18,Completed,2.0,1.0,Rural,86,20
H01419,C071,ST03,I17,2026-05-22,16,Completed,0.0,4.0,Rural,239,20
H01334,C067,ST03,I13,2026-05-22,10,Completed,1.0,1.0,Rural,136,20
H00565,C029,ST01,I11,2026-05-15,10,Completed,4.0,4.0,Rural,130,20
H00688,C035,ST02,I17,2026-05-16,25,No eligible respondent after 3 visits,,,Urban,80,20
H01665,C084,ST03,I12,2026-04-29,31,Completed,3.0,3.0,Rural,678,20
H01796,C090,ST03,I07,2026-05-25,4,Completed,2.0,3.0,Urban,220,20
H01388,C070,ST03,I16,2026-05-22,23,Completed,0.0,4.0,Urban,133,20
H01036,C052,ST02,I16,2026-05-19,17,Completed,1.0,5.0,Urban,623,20
H01070,C054,ST02,I18,2026-05-19,8,Completed,1.0,4.0,Rural,88,20
H00810,C041,ST02,I05,2026-05-17,24,Completed,1.0,5.0,Rural,292,20
H00249,C013,ST01,I13,2026-05-13,19,Completed,2.0,5.0,Urban,196,20
H01568,C079,ST03,I07,2026-05-24,3,Completed,3.0,2.0,Rural,161,20
H00977,C049,ST02,I13,2026-05-19,12,Completed,2.0,5.0,Urban,615,20
H00851,C043,ST02,I07,2026-05-18,3,Completed,1.0,4.0,Rural,128,20
H00680,C034,ST02,I16,2026-05-16,17,Completed,1.0,2.0,Rural,79,20
H00035,C002,ST01,I02,2026-05-11,16,Completed,0.0,1.0,Rural,287,20
H00481,C025,ST01,I07,2026-05-15,4,Completed,0.0,3.0,Rural,95,20
H01183,C060,ST02,I06,2026-05-20,24,Completed,2.0,3.0,Urban,183,20
H01572,C079,ST03,I07,2026-05-24,5,Completed,2.0,2.0,Rural,161,20
H00348,C018,ST01,I18,2026-05-13,27,Completed,2.0,4.0,Rural,159,20
H00972,C049,ST02,I13,2026-05-19,20,Vacant dwelling,,,Urban,615,20
H00527,C027,ST01,I09,2026-05-15,34,Completed,2.0,3.0,Urban,262,20
H00570,C029,ST01,I11,2026-05-15,22,Completed,2.0,3.0,Rural,130,20
H00301,C016,ST01,I16,2026-05-13,16,Completed,1.0,2.0,Rural,193,20
H01001,C051,ST02,I15,2026-05-19,21,Completed,0.0,4.0,Rural,272,20
H00426,C022,ST01,I04,2026-05-14,25,Completed,2.0,2.0,Urban,197,20
H00663,C034,ST02,I16,2026-05-16,25,No eligible respondent after 3 visits,,,Rural,79,20
H01352,C068,ST03,I14,2026-05-22,20,Completed,1.0,2.0,Urban,1038,20
H00387,C020,ST01,I02,2026-05-14,18,Completed,1.0,2.0,Urban,138,20
H01532,C077,ST03,I05,2026-05-23,27,No eligible respondent after 3 visits,,,Urban,334,20
H01636,C082,ST03,I10,2026-05-24,25,Completed,0.0,4.0,Urban,111,20
H01243,C063,ST03,I09,2026-05-21,8,No eligible respondent after 3 visits,,,Rural,220,20
H01179,C059,ST02,I05,2026-05-20,13,Completed,1.0,3.0,Rural,275,20
H01461,C074,ST03,I02,2026-05-23,22,Refused,,,Rural,86,20
H01311,C066,ST03,I12,2026-05-21,16,No eligible respondent after 3 visits,,,Urban,211,20
H01258,C063,ST03,I09,2026-05-21,21,No eligible respondent after 3 visits,,,Rural,220,20
H00036,C002,ST01,I02,2026-05-11,23,No eligible respondent after 3 visits,,,Rural,287,20
H00073,C004,ST01,I04,2026-05-11,22,Refused,,,Urban,291,20
H01595,C080,ST03,I08,2026-05-24,17,Completed,1.0,5.0,Rural,139,20
H00110,C006,ST01,I06,2026-05-11,12,Completed,1.0,2.0,Rural,177,20
H01242,C063,ST03,I09,2026-05-21,23,Completed,1.0,2.0,Rural,220,20
H00563,C029,ST01,I11,2026-05-15,27,Completed,1.0,4.0,Rural,130,20
H01621,C082,ST03,I10,2026-05-24,18,Completed,0.0,2.0,Urban,111,20
