facility_id,facility_name,facility_type,ward_name,lga_name,sen_district,state_name,ownership,longitude,latitude
HF01268,Malrini Primary Health Centre,Primary Health Centre,Funzata,Zamjidu,Agbkeko Central,Agbkeko State,Public,9.853549,10.032682
HF00455,Katnuma Primary Health Centre,Primary Health Centre,Uzosafa,Banngono,Agbzatu South,Agbzatu State,Public,7.224104,9.034429
HF00871,Oluzasa Primary Health Centre,Primary Health Centre,Agbtiba,Olubani-South,Uzojina South,Uzojina State,Public,8.156597,8.566049
HF01003,Iroshafa Primary Health Centre,Primary Health Centre,Tivsana,BAUTIRU-WEST,Supwasa Central,Supwasa State,Public,10.672758,10.828111
HF00601,Shayomi Primary Health Centre,Primary Health Centre,Duttsija,Agblasa LGA,Tivbetu Central,Tivbetu State,Public,7.411315,10.269159
HF00790,Ngekoru Primary Health Centre,Primary Health Centre,Ekesasa,NASSAKO-CENTRAL,Uzojina North,Uzojina State,Public,8.744614,7.450122
HF00577,Jostsiru Health Post,Health Post,Josmita,Dutwano,Tivbetu Central,Tivbetu State,Public,7.685792,11.399495
HF00141,Riybade Comprehensive Health Centre,Comprehensive Health Centre,Lokngowa,Gwolama,Kukrima Central,Kukrima State,Public,7.008371,9.245351
HF01139,Hanrile Health Post,Health Post,Ekeriri,Sokmiri LGA,Agbkeko North,Agbkeko State,Public,9.749804,8.96697
HF00561,Oluduma Comprehensive Health Centre,Comprehensive Health Centre,Kukngowa,Soktimi,Tivbetu North,Tivbetu State,Public,7.688186,9.845039
HF00043,Lokdeko Primary Health Centre,Primary Health Centre,Ibarija,Riylude-North,Kukrima North,Kukrima State,Public,6.528414,9.726784
HF00174,Riymasa Primary Health Centre,Primary Health Centre,Yobzasa,ZamnuniNorth,Kukrima South,Kukrima State,Public,7.005231,10.117496
HF00108,Katsaja Primary Health Centre,Primary Health Centre,Banluma,Yelkefa LGA,Kukrima Central,Kukrima State,Public,7.506259,9.747259
HF00253,Ngemiba Health Post,Health Post,Kadbetu,Agbmita,Agbzatu North,Agbzatu State,Public,8.394384,7.88658
HF01137,Enuyowa Comprehensive Health Centre,Comprehensive Health Centre,Zamnuno,Sokmiri,Agbkeko North,Agbkeko State,Public,9.573365,9.108368
HF00051,Lokdusa Primary Health Centre,Primary Health Centre,Oluwasa,Irolufa,Kukrima North,Kukrima State,Private,5.921303,10.002064
HF00234,Irokeshi Comprehensive Health Centre,Comprehensive Health Centre,Hanzami,Enumade-West,Kukrima South,Kukrima State,Public,6.663104,10.463394
HF00269,Oluduba Primary Health Centre,Primary Health Centre,Dainani,Agbmita,Agbzatu North,Agbzatu State,Faith-based,8.142656,7.957894
HF00403,Katkosa Primary Health Centre,Primary Health Centre,Kuktsija,Supsama-South,Agbzatu Central,Agbzatu State,Private,6.317395,8.68685
HF01062,Shanuma Health Post,Health Post,Daibefa,Katdudu,Supwasa Central,Supwasa State,Public,10.21287,10.523734
HF00549,Soknawa Primary Health Centre,Primary Health Centre,Ekebemi,Malbawo-Central LGA,Tivbetu North,Tivbetu State,Public,7.737099,9.584049
HF00398,Hanbena Primary Health Centre,Primary Health Centre,Maldefa,Katrini,Agbzatu Central,Agbzatu State,Public,7.048843,8.333614
HF00274,Yeltsitu Health Post,Health Post,Katlano,Malmaba,Agbzatu North,Agbzatu State,Public,7.57,8.05
HF01187,Riyriwa Primary Health Centre,Primary Health Centre,Nasmitu,Yeltili ,Agbkeko North,Agbkeko State,Public,9.888077,8.712628
HF01112,Kukyodu Primary Health Centre,Primary Health Centre,Agbngode,Oluyofa,Supwasa South,Supwasa State,Public,9.298757,11.303614
HF00498,Yelnaja Primary Health Centre,Primary Health Centre,Kukbeja,Agbtsiko,Tivbetu North,Tivbetu State,Public,8.059468,9.852051
HF00087,Umujiri Comprehensive Health Centre,Comprehensive Health Centre,Sokjitu,Ekejisa-North,Kukrima North,Kukrima State,Public,5.693857,9.785948
HF01255,Hanwama Primary Health Centre,Primary Health Centre,Birjili,Daibama,Agbkeko Central,Agbkeko State,Public,9.385171,9.944942
HF01325,Bantsina Health Post,Health Post,Yelshama,Gwodewo,Agbkeko South,Agbkeko State,Public,10.638319,9.901975
HF01261,Olujisa Health Post,Health Post,Riytsina,Zamjidu,Agbkeko Central,Agbkeko State,Public,9.516427,10.079886
HF01005,Uzoyoko Health Post,Health Post,Ekekode,Bautiru-West,Supwasa Central,Supwasa State,Public,"10°35'15.9""E","11°04'27.4""N"
HF00415,Oluyowa Comprehensive Health Centre,Comprehensive Health Centre,Adenuru,IROMASHI,Agbzatu Central,Agbzatu State,Public,7.129634,8.252513
HF00483,Hankoru Primary Health Centre,Primary Health Centre,Shabafa,Tivsano-North,Tivbetu North,Tivbetu State,Faith-based,8.258281,10.403605
HF00564,Okelufa Primary Health Centre,Primary Health Centre,Ngemima,Ibajija-South,Tivbetu Central,Tivbetu State,Public,6.957632,10.805009
HF01274,Olumana Primary Health Centre,Primary Health Centre,Uzodushi,Nasnadu,Agbkeko South,Agbkeko State,Public,9.84058,9.882078
HF00693,Adewafa Health Post,Health Post,Okenatu,Nasdudu-North,Tivbetu South,Tivbetu State,Public,8.06598,11.13844
HF00366,Tivkewa Comprehensive Health Centre,Comprehensive Health Centre,Okewako,Lokmata,Agbzatu Central,Agbzatu State,Public,6.615772,8.634457
HF00525,Katbeshi Comprehensive Health Centre,Comprehensive Health Centre,Ibarima,AGBZAWA-SOUTH,Tivbetu North,Tivbetu State,Public,8.369306,9.587759
HF00303,Zamngofa Health Post,Health Post,Dutkota,Hanraja,Agbzatu North,Agbzatu State,Public,7.45,7.87
HF01309,Yobrade Primary Health Centre,Primary Health Centre,Malsharu,Ngemidu,Agbkeko South,Agbkeko State,Public,10.349002,9.781313
HF00736,Bantsini Health Post,Health Post,Enumitu,Agbkotu-South,Uzojina North,Uzojina State,Public,8.336858,8.064907
HF00340,Tivkoli Comprehensive Health Centre,Comprehensive Health Centre,Bannayi,Zamkeri,Agbzatu Central,Agbzatu State,Public,6.84398,8.905034
HF00579,Nasnuno Health Post,Health Post,Soknari,Dutwano,Tivbetu Central,Tivbetu State,Public,7.76356,11.402001
HF00039,Adewale Health Post,Health Post,Dutmidu,Riylude-North,Kukrima North,Kukrima State,Faith-based,6.3978,9.844214
HF00609,Kadshafa Comprehensive Health Centre,Comprehensive Health Centre,Ekekena,Ironama,Tivbetu Central,Tivbetu State,Public,7.494114,10.77238
HF00380,Ekeshade Primary Health Centre,Primary Health Centre,Sharashi,DUTZAMA,Agbzatu Central,Agbzatu State,Public,6.782301,7.870861
HF00491,Lokngota Primary Health Centre,Primary Health Centre,Umunuta,Tivsano-North,Tivbetu North,Tivbetu State,Private,8.463899,10.251886
HF00636,Agbbata Comprehensive Health Centre,Comprehensive Health Centre,Wurzafa,Joskeru,Tivbetu South,Tivbetu State,Private,8.612233,11.264857
HF00769,Baubali Primary Health Centre,Primary Health Centre,Uzosawo,Tamluni,Uzojina North,Uzojina State,Public,8.533387,7.987262
HF01097,Birjija Comprehensive Health Centre,Comprehensive Health Centre,Katluko,Baumiru,Supwasa South,Supwasa State,Public,9.0,11.2
HF00049,Tivbewa Primary Health Centre,Primary Health Centre,Oluwasa,Irolufa,Kukrima North,Kukrima State,Public,5.954722,10.033424
HF00932,Funmide Health Post,Health Post,Tivtsisa,Zamberi-North,Uzojina South,Uzojina State,Public,8.577357,8.900812
HF00720,Funbani Health Post,Health Post,Tivyoyi,Dutjiri,Uzojina North,Uzojina State,Public,8.627528,8.360639
HF00874,Adeluna Health Post,Health Post,Tamduri,Olubani-South,Uzojina South,Uzojina State,Public,8.26993,8.632786
HF00901,Banyoma Primary Health Centre,Primary Health Centre,Supyomi,Hansatu,Uzojina South,Uzojina State,Public,8.811091,9.348975
HF00682,Uzotside Primary Health Centre,Primary Health Centre,Kukrali,Olujiwa,Tivbetu South,Tivbetu State,Public,8.094521,11.022761
HF00528,Irongoli Comprehensive Health Centre,Comprehensive Health Centre,Kukmatu,Hansaba,Tivbetu North,Tivbetu State,Public,8.56882,9.940451
HF00648,Oluzawo Comprehensive Health Centre,Comprehensive Health Centre,Hanraru,Tamlufa-East,Tivbetu South,Tivbetu State,Private,8.814164,10.592617
HF00397,Uzokowa Health Post,Health Post,Irotsifa,Katrini,Agbzatu Central,Agbzatu State,Public,6.878779,8.16498
HF00074,Riyshaba Primary Health Centre,Primary Health Centre,Supnami,Ibabani,Kukrima North,Kukrima State,Private,6.345406,9.475665
HF00251,Banrisa Health Post,Health Post,Daizaru,Agbmita,Agbzatu North,Agbzatu State,Public,7.849626,8.017297
HF00628,Nasshafa Comprehensive Health Centre,Comprehensive Health Centre,Gwokemi,Daidefa,Tivbetu Central,Tivbetu State,Public,7.107582,11.147235
HF900541,Iroyoshi Health Post,Health Post,Yelnuba,Uzoberi,Tivbetu North,Tivbetu State,Public,8.758937,10.43891
HF00263,Enuzayi Primary Health Centre,Primary Health Centre,Uzowana,Agbmita,Agbzatu North,Agbzatu State,Public,8.023887,8.17409
HF00014,Yellali Primary Health Centre,Primary Health Centre,Maltsisa,Katmaba,Kukrima North,Kukrima State,Public,"5,698752","9,381432"
HF01281,Tambemi Primary Health Centre,Primary Health Centre,Adetsita,Nasnadu,Agbkeko South,Agbkeko State,Private,10.043838,10.184815
HF01241,Wurshawo Primary Health Centre,Primary Health Centre,Irowani,HANJILE,Agbkeko Central,Agbkeko State,Public,9.912945,9.626453
HF00925,Kadsasa Cottage Hospital,Cottage Hospital,Nastino,Zamberi-North,Uzojina South,Uzojina State,Public,8.561178,8.811937
HF00803,Olutsili Cottage Hospital,Cottage Hospital,Uzoyodu,Tamwata-South,Uzojina Central,Uzojina State,Public,10.028566,8.355887
HF01050,Kaddewo Health Post,Health Post,Bandema,KATDUDU,Supwasa Central,Supwasa State,Public,10.142413,10.700895
HF00940,Enusaja Health Post,Health Post,Funngoru,Adekeni,Supwasa North,Supwasa State,Public,9.37969,10.989921
HF01017,Bauyoyi Health Post,Health Post,Soktiba,Funkedu,Supwasa Central,Supwasa State,Public,10.410072,11.361348
HF00938,Dailuyi Health Post,Health Post,Funngoru,Adekeni,Supwasa North,Supwasa State,Public,9.349977,10.884026
HF00688,Wurkewa Primary Health Centre,Primary Health Centre,Yeldule,Nasdudu-North,Tivbetu South,Tivbetu State,Public,7.953908,11.569309
HF00309,Riytiko Primary Health Centre,Primary Health Centre,Riyriru,Josduri-South ,Agbzatu North,Agbzatu State,Public,7.574104,7.510472
HF01108,Gwokoni Health Post,Health Post,Shangoru,Loknaba,Supwasa South,Supwasa State,Public,9.027383,11.655609
HF00913,Bausaja Health Post,Health Post,Gwojishi,Agbridu-West,Uzojina South,Uzojina State,Public,8.437296,9.068528
HF00923,Tamlude Primary Health Centre,Primary Health Centre,Nastino,ZAMBERI-NORTH,Uzojina South,Uzojina State,Public,8.55411,8.719858
HF00821,Banduko Health Post,Health Post,Adewano,Daishali Central,Uzojina Central,Uzojina State,Public,9.219424,8.284518
HF00651,Zamshawo Primary Health Centre,Primary Health Centre,Ekemiwa,Ibamide,Tivbetu South,Tivbetu State,Public,8.04,11.55
HF00580,Josmishi Cottage Hospital,Cottage Hospital,Ngemafa,Dutwano,Tivbetu Central,Tivbetu State,Private,7.891742,11.207827
HF00576,Nasbayi Primary Health Centre,Primary Health Centre,Fundeko,Dutwano,Tivbetu Central,Tivbetu State,Public,7.54,11.45
HF01172,Tamdeta Comprehensive Health Centre,Comprehensive Health Centre,Malnumi,Maljiwo,Agbkeko North,Agbkeko State,Public,,
HF01059,Bannuru Cottage Hospital,Cottage Hospital,Kadtini,Katdudu,Supwasa Central,Supwasa State,Public,10.193241,10.405481
HF00186,Wursari Comprehensive Health Centre,Comprehensive Health Centre,Kadbemi,Daizade,Kukrima South,Kukrima State,Public,6.367893,10.575492
HF00085,Ngezana Primary Health Centre,Primary Health Centre,Sokjitu,Ekejisa-North,Kukrima North,Kukrima State,Private,5.792405,9.699518
HF00148,Enujini General Hospital,General Hospital,Banrija,Wurmashi,Kukrima Central,Kukrima State,Public,7.096931,10.250366
HF00755,Ngenuwa Health Post,Health Post,Banwama,Nasyotu,Uzojina North,Uzojina State,Public,9.055201,7.967541
HF00744,Riynuko Health Post,Health Post,Daitsitu,Agbkotu-South,Uzojina North,Uzojina State,Public,8.388348,8.254835
HF01290,Ibajita Health Post,Health Post,Dairiwo,Enumija,Agbkeko South,Agbkeko State,Public,10.634276,10.10173
HF00362,Daizata Primary Health Centre,Primary Health Centre,Mallufa,Irosaja,Agbzatu Central,Agbzatu State,Public,6.610718,7.975798
HF00965,Adeluru Health Post,Health Post,Kattino,Ibangosa,Supwasa North,Supwasa State,Public,9.395978,10.287542
HF01119,Zamtiwa Comprehensive Health Centre,Comprehensive Health Centre,Ekenuno,Oluyofa,Supwasa South,Supwasa State,Public,9.254836,11.223359
HF01136,Tamnuna Health Post,Health Post,Zamnuno,Sokmiri,Agbkeko North,Agbkeko State,Faith-based,9.574423,9.093929
HF00407,Okemashi Primary Health Centre,Primary Health Centre,Malrama,Supsama-South,Agbzatu Central,Agbzatu State,Public,6.406447,8.389587
HF00652,Tivmari Primary Health Centre,Primary Health Centre,Katnule,Ibamide,Tivbetu South,Tivbetu State,Public,8.063028,11.427013
HF00587,Funngowo Primary Health Centre,Primary Health Centre,Soksani,Irongori,Tivbetu Central,Tivbetu State,Private,7.764898,10.616426
HF00679,Gwodede Primary Health Centre,Primary Health Centre,Okemishi,Olujiwa,Tivbetu South,Tivbetu State,Private,8.084209,10.7198
HF00488,Uzorano Health Post,Health Post,Riyzama,Tivsano-North,Tivbetu North,Tivbetu State,Public,8.413854,10.041296
HF01083,Gwoyowo Health Post,Health Post,Funjiyi,Ekedeta-East,Supwasa South,Supwasa State,Public,9.40919,11.445907
HF00217,Yelyoyi Primary Health Centre,Primary Health Centre,Adenutu,Banluta,Kukrima South,Kukrima State,Public,6.032417,10.123064
HF00632,Supkowo Primary Health Centre,Primary Health Centre,Hanluri,Joskeru,Tivbetu South,Tivbetu State,Public,8.343724,10.969225
HF00903,Kadkotu Primary Health Centre,Primary Health Centre,Uzowadu,Hansatu,Uzojina South,Uzojina State,Public,9.006057,9.315658
HF01318,Loklami Health Post,Health Post,Ngetsiko,ZAMMIYI,Agbkeko South,Agbkeko State,Public,10.491615,9.973942
HF00156,Ibadushi Primary Health Centre,Primary Health Centre,Birwari,Wurmashi,Kukrima Central,Kukrima State,Public,7.220702,10.013517
HF00614,Tivngoshi Primary Health Centre,Primary Health Centre,Shabani,Ironama,Tivbetu Central,Tivbetu State,Public,7.635528,10.87375
HF01028,Supberi General Hospital,General Hospital,Wurbasa,Funkedu,Supwasa Central,Supwasa State,Public,10.601456,11.238738
HF00298,Kadjisa Primary Health Centre,Primary Health Centre,Loknuri,Hanraja,Agbzatu North,Agbzatu State,Public,7.420777,8.011711
HF01220,Yobkeli Primary Health Centre,Primary Health Centre,Birriwa,Yobrifa-West,Agbkeko Central,Agbkeko State,Faith-based,8.981233,9.572757
HF00986,Agbmifa Primary Health Centre,Primary Health Centre,Lokrana,Zambani,Supwasa Central,Supwasa State,Faith-based,10.099949,11.433938
HF00233,Umudeyi Health Post,Health Post,Hanzami,Enumade West,Kukrima South,Kukrima State,Public,6.638614,10.448883
HF00379,Gwosata Health Post,Health Post,Sharashi,Dutzama,Agbzatu Central,Agbzatu State,Public,6.808917,7.764147
HF00318,Riynuba Primary Health Centre,Primary Health Centre,Joskoko,Gwodele-South,Agbzatu North,Agbzatu State,Public,8.191681,7.2695
HF00428,Uzoluja Health Post,Health Post,Oludude,Oketsifa,Agbzatu South,Agbzatu State,Public,7.96805,8.416047
HF00570,Tivshasa Primary Health Centre,Primary Health Centre,Dutsaba,Ibajija-South,Tivbetu Central,Tivbetu State,Public,7.372115,10.898618
HF00277,Sokmawo Primary Health Centre,Primary Health Centre,Wurngowo,Malmaba,Agbzatu North,Agbzatu State,Private,7.742389,8.229237
HF00068,Kaddeshi Primary Health Centre,Primary Health Centre,Sokdema,Shajima,Kukrima North,Kukrima State,Public,5.947112,9.470632
HF00981,Riylufa Primary Health Centre,Primary Health Centre,Adesale,Zambani,Supwasa Central,Supwasa State,Public,10.001704,11.135483
HF00731,Gwomini Primary Health Centre,Primary Health Centre,Uzodumi,Agbkotu-South,Uzojina North,Uzojina State,Public,8.325049,8.370509
HF00027,Ngezata Health Post,Health Post,Banshali,Uzoluni,Kukrima North,Kukrima State,Private,6.421896,8.900539
HF00115,Katduko Primary Health Centre,Primary Health Centre,Okenami,Agbnumi,Kukrima Central,Kukrima State,Public,7.188433,9.172574
HF00663,Zamduwo Health Post,Health Post,Tivdeli,Hanjiko,Tivbetu South,Tivbetu State,Public,8.50209,10.793922
HF00811,Dutshako Cottage Hospital,Cottage Hospital,Adetsiko,Ekedewo,Uzojina Central,Uzojina State,Public,9.606225,8.221645
HF01205,Uzoyoyi Health Post,Health Post,Sokbedu,Daibewo,Agbkeko Central,Agbkeko State,Public,9.416492,9.247613
HF00204,Kadlule Primary Health Centre,Primary Health Centre,Ibabewo,Adenaja,Kukrima South,Kukrima State,Public,6.79551,10.429899
HF01173,Birdeta Cottage Hospital,Cottage Hospital,Malnumi,Maljiwo LGA,Agbkeko North,Agbkeko State,Public,9.508112,9.189691
HF00546,Ekeyona Comprehensive Health Centre,Comprehensive Health Centre,Joskodu,Bandede-North,Tivbetu North,Tivbetu State,Public,8.055006,9.75661
HF00161,Uzozama Primary Health Centre,Primary Health Centre,Birwari,Wurmashi,Kukrima Central,Kukrima State,Public,7.2496,10.079692
HF00350,Shalushi Health Post,Health Post,Umuwata,Zamkeri,Agbzatu Central,Agbzatu State,Public,6.808364,9.050639
HF00216,Malmishi Health Post,Health Post,Kadyodu,Banluta,Kukrima South,Kukrima State,Public,6.077736,10.403584
HF00405,Bandeshi Health Post,Health Post,Tivjidu,SUPSAMA-SOUTH,Agbzatu Central,Agbzatu State,Public,6.424085,8.53411
HF00106,Dutkoli Health Post,Health Post,Banluma,Yelkefa,Kukrima Central,Kukrima State,Public,7.442582,9.700669
HF01000,Duttide Cottage Hospital,Cottage Hospital,Uzomisa,Bautiru-West,Supwasa Central,Supwasa State,Private,10.493156,10.754548
HF00798,Adezawa Comprehensive Health Centre,Comprehensive Health Centre,Riynaja,Tamwata-South,Uzojina Central,Uzojina State,Public,9.686997,8.173974
HF01262,Ibatside Primary Health Centre,Primary Health Centre,Riywashi,Zamjidu,Agbkeko Central,Agbkeko State,Public,9.763771,9.938692
HF00844,Hanbetu Primary Health Centre,Primary Health Centre,Gwoyowo,Adelaja-North,Uzojina Central,Uzojina State,Public,9.290389,8.464223
HF00119,Oluduwo Primary Health Centre,Primary Health Centre,Kadjisa,Agbjide,Kukrima Central,Kukrima State,Public,6.733361,9.425632
HF01079,Dairili Comprehensive Health Centre,Comprehensive Health Centre,Tivnuta,Ekedeta-East ,Supwasa South,Supwasa State,Public,9.482863,11.621839
HF00909,Ngejini Primary Health Centre,Primary Health Centre,Hanwano,AGBRIDU-WEST,Uzojina South,Uzojina State,Public,8.16768,9.122585
HF00330,Ibanayi Primary Health Centre,Primary Health Centre,Olukoyi,Gwodele-South,Agbzatu North,Agbzatu State,Public,8.069302,7.431189
HF00594,Wurtiwo Primary Health Centre,Primary Health Centre,Riyjiwo,Okerano-Central,Tivbetu Central,Tivbetu State,Public,7.301035,11.302627
HF00094,Sokrari Primary Health Centre,Primary Health Centre,Hanlana,Yelkefa ,Kukrima Central,Kukrima State,Public,7.424451,9.463961
HF00943,Adeshale Primary Health Centre,Primary Health Centre,Wurshani,Adekeni,Supwasa North,Supwasa State,Public,9.324961,10.644653
HF00514,Shaduwo Primary Health Centre,Primary Health Centre,Nasbayi,Agbzawa-South,Tivbetu North,Tivbetu State,Public,8.323831,9.778981
HF00029,Malduli Health Post,Health Post,Baukeshi,Riylude-North,Kukrima North,Kukrima State,Public,6.248834,9.756682
HF00191,Yelluba Primary Health Centre,Primary Health Centre,Tivsawo,Umumitu,Kukrima South,Kukrima State,Public,6.582052,10.778957
HF00388,Umubata Health Post,Health Post,Birnushi,Enutifa,Agbzatu Central,Agbzatu State,Public,7.126142,8.133481
HF00332,Supluma Health Post,Health Post,Daidushi,Gwodele-South,Agbzatu North,Agbzatu State,Public,8.177324,7.546386
HF00293,Shamishi General Hospital,General Hospital,Suplali,Supyoshi-East,Agbzatu North,Agbzatu State,Public,7.996485,7.360402
HF00243,Kukkoru Primary Health Centre,Primary Health Centre,Zamngono,Yobkosa-South,Agbzatu North,Agbzatu State,Public,7.256911,7.849374
HF00531,Ibaluri Primary Health Centre,Primary Health Centre,Duttiri,HANSABA,Tivbetu North,Tivbetu State,Public,8.791897,10.052547
HF00664,Malzami Cottage Hospital,Cottage Hospital,Tivdeli,Hanjiko,Tivbetu South,Tivbetu State,Public,,
HF00735,Sokmaja Health Post,Health Post,Uzotsiru,Agbkotu-South,Uzojina North,Uzojina State,Public,8.210416,8.178031
HF00084,Enuwaja Health Post,Health Post,Lokdushi,Ekejisa-North,Kukrima North,Kukrima State,Public,5.600045,9.591785
HF00605,Umujitu Cottage Hospital,Cottage Hospital,Shatsiru,Ironama,Tivbetu Central,Tivbetu State,Public,7.50992,10.612509
HF00475,Katzama Health Post,Health Post,Enuyona,Ngetija,Agbzatu South,Agbzatu State,Public,7.748684,9.013615
HF00905,Tivritu Health Post,Health Post,Okeriyi,HANSATU,Uzojina South,Uzojina State,Public,9.051375,9.211033
HF00547,Malrafa Primary Health Centre,Primary Health Centre,Tivbata,Bandede-North,Tivbetu North,Tivbetu State,Public,8.030499,9.580669
HF00751,Uzoluno Primary Health Centre,Primary Health Centre,Kuknadu,Nasyotu,Uzojina North,Uzojina State,Private,7.834249,8.90828
HF00461,Supbele Primary Health Centre,Primary Health Centre,Banlumi,Umumayi,Agbzatu South,Agbzatu State,Public,7.748328,9.154166
HF00096,Dutwata Comprehensive Health Centre,Comprehensive Health Centre,Hanlana,Yelkefa,Kukrima Central,Kukrima State,Public,7.375313,9.39139
HF00213,Katrija Primary Health Centre,Primary Health Centre,Okenawa,Adenaja,Kukrima South,Kukrima State,Public,7.099791,10.73505
HF01225,Eketsiwo Primary Health Centre,Primary Health Centre,Birnuwa,Yobrifa-West,Agbkeko Central,Agbkeko State,Public,9.175806,9.60965
HF00429,Zammino Primary Health Centre,Primary Health Centre,Oludude,Oketsifa ,Agbzatu South,Agbzatu State,Public,8.002916,8.452436
HF01265,Oludewa Health Post,Health Post,Dailutu,Zamjidu,Agbkeko Central,Agbkeko State,Public,17.762571,10.127099
HF00016,Agbrari Comprehensive Health Centre,Comprehensive Health Centre,Enunasa,Katmaba,Kukrima North,Kukrima State,Private,5.780191,9.163391
HF01252,Joszaru Primary Health Centre,Primary Health Centre,Uzozafa,Daibama,Agbkeko Central,Agbkeko State,Public,9.402006,10.119449
HF01288,Irotishi Primary Health Centre,Primary Health Centre,Dairiwo,Enumija,Agbkeko South,Agbkeko State,Public,10.694512,10.141298
HF00588,Tivngodu Health Post,Health Post,Soksani,Irongori,Tivbetu Central,Tivbetu State,Public,7.838577,10.564167
HF00172,Josnale Comprehensive Health Centre,Comprehensive Health Centre,Riysano,Zamtsiru,Kukrima South,Kukrima State,Public,6.65,10.03
HF00889,Nasderi Health Post,Health Post,Nasrari,Loksayi,Uzojina South,Uzojina State,Faith-based,8.061199,8.80266
HF00302,Adetino Health Post,Health Post,Dutkota,Hanraja,Agbzatu North,Agbzatu State,Public,7.486105,7.814608
HF00024,Birwawo Health Post,Health Post,Funngoli,Uzoluni,Kukrima North,Kukrima State,Public,6.305039,8.870696
HF01124,Banduwa Primary Health Centre,Primary Health Centre,Naslawa,Tivmama,Supwasa South,Supwasa State,Public,9.51344,11.056956
HF00425,Maltsita Health Post,Health Post,Okekede,Oketsifa,Agbzatu South,Agbzatu State,Private,8.029812,8.554622
HF01070,Irojiyi Primary Health Centre,Primary Health Centre,Hantsishi,Okeyoru-South,Supwasa Central,Supwasa State,Public,9.841221,10.915231
HF01038,Yelkeyi General Hospital,General Hospital,Shalule,Josmiba ,Supwasa Central,Supwasa State,Public,10.464824,10.631041
HF01011,Josdedu Health Post,Health Post,Irozari,Funkedu ,Supwasa Central,Supwasa State,Public,10.203274,11.501999
HF00466,Birnule Health Post,Health Post,Olulusa,Umumayi,Agbzatu South,Agbzatu State,Private,7.897318,9.088863
HF00157,Riyzali Primary Health Centre,Primary Health Centre,Birwari,Wurmashi,Kukrima Central,Kukrima State,Private,7.272776,9.923672
HF00168,Irolutu Health Post,Health Post,Aderimi,Zamtsiru,Kukrima South,Kukrima State,Public,6.454144,9.947783
HF01312,Agbbeja Health Post,Health Post,Oluzana,Zammiyi,Agbkeko South,Agbkeko State,Public,10.324519,10.185934
HF00421,Hannufa Primary Health Centre,Primary Health Centre,Kadmaja,Oketsifa,Agbzatu South,Agbzatu State,Public,7.959924,8.695468
HF00730,Tamtino Primary Health Centre,Primary Health Centre,Uzodumi,Agbkotu-South,Uzojina North,Uzojina State,Public,8.216102,8.377509
HF00826,Ekederu Primary Health Centre,Primary Health Centre,Tivlano,Yeltsina,Uzojina Central,Uzojina State,Public,"9°26'31.0""E","9°01'43.6""N"
HF00489,Zamnuna Health Post,Health Post,Riyzama,Tivsano-North,Tivbetu North,Tivbetu State,Public,8.478877,10.090239
HF01002,Gwongole Primary Health Centre,Primary Health Centre,Zamkoja,BautiruWest,Supwasa Central,Supwasa State,Public,10.463872,11.098764
HF00271,Kadduyi Cottage Hospital,Cottage Hospital,Katlano,Malmaba,Agbzatu North,Agbzatu State,Public,7.527895,8.048385
HF01195,Tamlale Comprehensive Health Centre,Comprehensive Health Centre,Kuknayi,Yeltili,Agbkeko North,Agbkeko State,Faith-based,10.15565,9.04268
HF01273,Katshade Primary Health Centre,Primary Health Centre,Ngeriba,Nasnadu,Agbkeko South,Agbkeko State,Public,9.913511,10.144665
HF00468,Birrami Health Post,Health Post,Yelrari,Ngetija,Agbzatu South,Agbzatu State,Public,7.472585,8.988882
HF00840,Ngeketa General Hospital,General Hospital,Dutluko,Dutkeni,Uzojina Central,Uzojina State,Public,9.648745,8.526352
HF01128,Funmiru Primary Health Centre,Primary Health Centre,Yobdede,Tivmama,Supwasa South,Supwasa State,Faith-based,9.760496,11.026762
HF00912,Gwomari Primary Health Centre,Primary Health Centre,Yobnushi,Agbridu-West,Uzojina South,Uzojina State,Public,8.251791,9.262009
HF00822,Kuktile Primary Health Centre,Primary Health Centre,Adewano,Daishali-Central,Uzojina Central,Uzojina State,Public,9.238341,8.444037
HF00916,Baungoyi Primary Health Centre,Primary Health Centre,Josmako,Banluwo,Uzojina South,Uzojina State,Faith-based,8.656789,8.641654
HF00337,Maldeba Primary Health Centre,Primary Health Centre,Umubeli,GwodeleSouth,Agbzatu North,Agbzatu State,Public,,
HF00077,Hanluni Comprehensive Health Centre,Comprehensive Health Centre,Hantside,Ibabani,Kukrima North,Kukrima State,Public,6.538537,9.381455
HF01276,Kukduyi Cottage Hospital,Cottage Hospital,Uzodushi,Nasnadu,Agbkeko South,Agbkeko State,Private,9.822889,9.914023
HF00797,Yelnufa Comprehensive Health Centre,Comprehensive Health Centre,Yelbeba,Tamwata-South,Uzojina Central,Uzojina State,Public,10.014904,8.257483
HF00850,Tivrafa Health Post,Health Post,Loktsifa,Adelaja-North,Uzojina Central,Uzojina State,Public,9.574008,8.497804
HF900035,Shayosa PHC,Primary Health Centre,Baulako,Riylude-North,Kukrima North,Kukrima State,Public,6.30289,9.608775
HF00966,Enubeko Primary Health Centre,Primary Health Centre,Hanwani,IBANGOSA,Supwasa North,Supwasa State,Public,9.562662,10.376776
HF01048,Nastide Health Post,Health Post,Hanbeko,Katdudu,Supwasa Central,Supwasa State,Public,10.001199,10.604913
